Most Common 20000 Words Taiwan
285,根据,根據,gen1 ju4,"on the basis of,according to"
286,现象,現象,xian4 xiang4,"phenomenon,phenomenal,appearance"
287,人民,人民,ren2 min2,"multitude,citizen,quarter,Volk,hoi polloi,subject,people,nationals,masses,the people,mass,demotic"
288,土地,土地,tu3 di4,"country,acre,terra,soil,premise,realm,territory,dirt,local god of the land,farming,earth,ground,kingdom,holding,agrarian,solid ground,benefice,esplees,tract,village god,glebe,terra firma,land,dry land"
289,面对,面對,mian4 dui4,"face up,stand up,face,look_out_on,confront,front,affront,envisage,accost,breast"
290,注意,註意,zhu4 yi4,"pay attention to,take note of"
291,注意,註意,zhu4 yi4,"pay attention to,take note of"
292,这裡,這裡,zhe4 li3,"this place,there,here"
293,新闻,新聞,xin1 wen2,"unco,leak,intelligence,newsworthiness,witting,journalistic,information,journalism,courant,news"
294,继续,繼續,ji4 xu4,"go,resume,keep_on,abide,come on,persist in,extend,run_on,run on,carry_on,stretch,sustain,pursue,keep going,continuance,get_along,get_on,remain,continue,keep_up,go ahead,keep up,come up,continuation,hold,carry,run,go_on,maintain,go on,bide,plow ahead,hold_on,piece,restart"
295,相信,相信,xiang1 xin4,"deem,believe,credit,esteem,accredit,feel,trow,count,have faith in,guess,lippen,buy,be convinced of,hold,think,trust,accept,know,hone,believe_in,favour,believe in,hope"
296,政策,政策,zheng4 ce4,"statism,tack,line,policy,statecraft"
297,变成,變成,bian4 cheng2,"grow_into,change into,go,form,grow into,change state,develop into,turn to,fall,turn_into,be,turn,become,turn into,grow,run,get"
298,计划,計劃,ji4 hua4,"plan,project,program"
299,强调,強調,qiang2 diao4,"underscore,spotlight,place emphasis on,point_up,highlight,point,point up,enforce,emphasise,urge,underline,overstress,give emphasis to,play up,keynote,insist,punctuate,accent,betone,foreground,emphasize,emphatic,stress,set off,overemphasize,accentuate,bring out"
300,人士,人士,ren2 shi4,"public figure,personage"
301,存在,存在,cun2 zai4,"exist,be"
302,存在,存在,cun2 zai4,"exist,be"
303,制度,製度,zhi4 du4,"ism,organization,dispensation,regimen,machine,regulations,form,system,regime,organisation,economy,institutional,institution"
304,意义,意義,yi4 yi4,"importance,significance,denotation,purport,drift,signality,emptiness,meaning,construction,bearing,substance,import,effect,insignificancy,hang,signification,sense"
305,代表,代表,dai4 biao3,"representative,delegate"
